,index,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value
127,127,leukemia,72,7070,relaxed_lasso_wrapper,LogisticRegression(),5,Leave-one-out,2,AUC,
128,128,leukemia,72,7070,f_classif_wrapper,LogisticRegression(),10,Leave-one-out,2,AUC,0.9210526315789473
129,129,leukemia,72,7070,RFE_wrapper,LogisticRegression(),10,Leave-one-out,2,AUC,0.5245879851143009
130,130,leukemia,72,7070,relieff_wrapper,LogisticRegression(),10,Leave-one-out,2,AUC,0.9423179160021264
131,131,leukemia,72,7070,relaxed_lasso_wrapper,LogisticRegression(),10,Leave-one-out,2,AUC,
132,132,leukemia,72,7070,f_classif_wrapper,LogisticRegression(),20,Leave-one-out,2,AUC,0.9653110047846889
133,133,leukemia,72,7070,RFE_wrapper,LogisticRegression(),20,Leave-one-out,2,AUC,0.39300903774587986
134,134,leukemia,72,7070,relieff_wrapper,LogisticRegression(),20,Leave-one-out,2,AUC,0.9569377990430622
135,135,leukemia,72,7070,relaxed_lasso_wrapper,LogisticRegression(),20,Leave-one-out,2,AUC,
136,136,leukemia,72,7070,f_classif_wrapper,LogisticRegression(),50,Leave-one-out,2,AUC,0.9393939393939393
137,137,leukemia,72,7070,RFE_wrapper,LogisticRegression(),50,Leave-one-out,2,AUC,0.6011430090377459
138,138,leukemia,72,7070,relieff_wrapper,LogisticRegression(),50,Leave-one-out,2,AUC,0.9594630515683147
139,139,leukemia,72,7070,relaxed_lasso_wrapper,LogisticRegression(),50,Leave-one-out,2,AUC,
140,140,leukemia,72,7070,f_classif_wrapper,LogisticRegression(),100,Leave-one-out,2,AUC,0.9427166400850611
141,141,leukemia,72,7070,RFE_wrapper,LogisticRegression(),100,Leave-one-out,2,AUC,0.6686602870813398
142,142,leukemia,72,7070,relieff_wrapper,LogisticRegression(),100,Leave-one-out,2,AUC,0.9540138224348751
143,143,leukemia,72,7070,relaxed_lasso_wrapper,LogisticRegression(),100,Leave-one-out,2,AUC,
144,144,leukemia,72,7070,f_classif_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,AUC,0.7753189792663477
145,145,leukemia,72,7070,RFE_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,AUC,0.6129718234981393
146,146,leukemia,72,7070,relieff_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,AUC,0.7753189792663477
147,147,leukemia,72,7070,relaxed_lasso_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,AUC,
148,148,leukemia,72,7070,f_classif_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,AUC,0.868753322700691
149,149,leukemia,72,7070,RFE_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,AUC,0.5806087187666135
150,150,leukemia,72,7070,relieff_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,AUC,0.868753322700691
151,151,leukemia,72,7070,relaxed_lasso_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,AUC,
152,152,leukemia,72,7070,f_classif_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,AUC,0.8566586921850079
153,153,leukemia,72,7070,RFE_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,AUC,0.5982190324295587
154,154,leukemia,72,7070,relieff_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,AUC,0.9282961190855927
155,155,leukemia,72,7070,relaxed_lasso_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,AUC,
156,156,leukemia,72,7070,f_classif_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,AUC,0.9047049441786283
157,157,leukemia,72,7070,RFE_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,AUC,0.48617756512493354
158,158,leukemia,72,7070,relieff_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,AUC,0.9657097288676236
159,159,leukemia,72,7070,relaxed_lasso_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,AUC,
160,160,leukemia,72,7070,f_classif_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,AUC,0.8692185007974482
161,161,leukemia,72,7070,RFE_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,AUC,0.5754917597022859
162,162,leukemia,72,7070,relieff_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,AUC,0.9106193514088251
163,163,leukemia,72,7070,relaxed_lasso_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,AUC,
164,164,leukemia,72,7070,f_classif_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,AUC,0.9247740563530038
165,165,leukemia,72,7070,RFE_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,AUC,0.5637293992557151
166,166,leukemia,72,7070,relieff_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,AUC,0.9112838915470494
167,167,leukemia,72,7070,relaxed_lasso_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,AUC,
168,168,leukemia,72,7070,f_classif_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,AUC,0.9563397129186602
