,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores
783,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,,,
784,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.671875,,
785,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.71875,,
786,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.671875,,
787,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.703125,,
788,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,,,
789,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.65625,,
790,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.71875,,
791,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.671875,,
792,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.71875,,
793,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,,,
794,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.65625,,
795,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.734375,,
796,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.734375,,
797,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.71875,,
798,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,,,
799,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.640625,,
800,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,PR-AUC,0.703125,,
801,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,PR-AUC,0.703125,,
802,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,PR-AUC,0.734375,,
803,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,PR-AUC,,,
804,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,PR-AUC,0.671875,,
805,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.71875,,
806,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.734375,,
807,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.703125,,
808,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,,,
809,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.78125,,
810,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,PR-AUC,0.765625,,
811,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,PR-AUC,0.71875,,
812,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,PR-AUC,0.765625,,
813,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,PR-AUC,,,
814,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,PR-AUC,0.734375,,
815,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,,,
816,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,,,
817,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,,,
818,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,,,
819,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,,,
820,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,,,
821,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,,,
822,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,,,
823,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,,,
824,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,,,
